Country,Code,Year,polity,Size of Govt,Law & Prop.Rights,Sound Money,Export trade freedom,Regulations,Use of IMF credit (current USD) per capita,foreign net aid in USD per capita,GDP growth percent,GDP per capita in USD,Net secondary education enrollment,Gross tertiary education enrollment percent, Random seed
Ecuador,ECU,2002,6,8.94,3.17,6.10,7.06,5.73,27.01,16.83,1.09,2183.97,50.41,,0.37
Venezuela,VEN,2000,7,5.95,3.75,5.56,7.91,6.05,0.00,3.11,0.29,4785.15,50.75,28.26,0.24
Philippines,PHL,2001,8,7.65,3.94,9.24,7.10,6.11,26.36,7.15,3.08,958.01,50.85,30.37,0.27
Ecuador,ECU,2004,6,8.10,3.37,4.13,7.11,5.86,25.26,11.35,4.10,2708.56,51.09,,0.25
Namibia,NAM,2007,6,6.21,6.94,6.52,6.36,7.83,0.00,104.37,2.53,4195.94,51.31,,0.07
Algeria,DZA,1995,-3,6.71,3.52,5.37,1.91,2.78,51.12,10.17,-2.10,1444.91,51.46,10.05,0.51
Ghana,GHA,2013,8,5.48,5.22,7.06,6.62,6.61,46.74,50.85,14.05,1827.10,51.48,14.33,0.68
Paraguay,PRY,2001,7,7.71,2.82,8.85,7.67,5.36,3.18,11.35,-1.37,1417.26,51.61,17.58,0.57
Indonesia,IDN,2002,6,7.36,3.61,6.21,6.77,5.37,42.26,6.00,4.92,900.13,51.66,15.01,0.27
El Salvador,SLV,2006,7,8.96,4.40,9.37,7.78,7.29,6.30,27.30,1.85,3108.59,51.67,21.17,0.39
Dominican Rep.,DOM,2005,8,8.43,4.36,5.87,7.26,6.69,48.24,8.73,-0.25,3681.07,51.91,,0.01
El Salvador,SLV,2007,7,9.15,4.19,9.35,7.88,7.58,6.60,14.71,3.56,3358.42,52.13,21.96,0.95
Nepal,NPL,2010,6,8.34,3.85,6.26,6.43,6.59,8.15,30.45,6.10,595.43,52.24,14.36,0.81
El Salvador,SLV,2005,7,8.58,4.40,9.63,7.64,7.12,6.00,34.38,2.30,2874.26,52.39,21.17,0.86
Botswana,BWA,2001,8,4.76,7.05,9.15,7.93,7.23,3.11,16.55,9.67,3114.62,52.50,6.03,0.72
Suriname,SUR,2013,5,6.22,4.36,9.46,6.60,7.23,0.00,56.03,5.27,9618.35,52.53,,0.10
Paraguay,PRY,2002,7,7.72,2.45,8.76,7.70,5.32,3.38,10.31,-2.31,1148.23,53.07,25.75,0.13
Morocco,MAR,2011,-4,6.56,6.03,7.17,6.94,6.11,26.49,44.75,4.24,3066.50,53.07,16.16,0.74
El Salvador,SLV,2008,7,8.59,4.30,9.27,7.91,7.58,6.41,38.86,3.91,3569.34,53.20,22.58,0.70
Peru,PER,1995,1,8.21,4.76,5.13,7.90,6.34,39.74,15.43,5.24,2162.76,53.29,27.05,0.02
Botswana,BWA,2002,8,4.76,6.61,9.00,8.06,7.36,3.32,20.82,1.99,3044.13,53.39,6.52,0.11
Botswana,BWA,2000,8,4.76,7.81,9.09,7.63,7.51,3.27,17.63,0.72,3333.18,53.43,5.59,0.16
Ecuador,ECU,2005,6,8.03,3.75,4.73,7.42,5.99,9.12,16.44,2.72,3021.94,53.58,,0.95
Venezuela,VEN,2001,6,5.86,1.88,7.61,7.82,5.38,0.00,1.79,-5.97,4928.17,54.09,,0.88
Paraguay,PRY,2003,8,7.78,3.54,8.11,7.89,5.21,3.63,9.14,-0.83,1174.78,54.51,24.49,0.44
Indonesia,IDN,2003,6,7.25,4.22,7.23,7.04,5.66,48.25,8.04,3.64,1065.66,54.58,16.30,0.43
Philippines,PHL,2002,8,7.88,3.69,9.26,6.91,6.56,22.69,7.00,4.41,1000.78,54.61,30.20,0.07
Mexico,MEX,2000,8,7.14,4.25,6.85,7.69,6.51,3.68,-0.56,4.70,6649.72,54.74,19.30,0.84
Indonesia,IDN,2005,8,7.59,4.29,7.39,6.98,6.19,36.01,11.20,4.78,1263.48,54.80,17.74,0.72
El Salvador,SLV,2009,8,8.47,4.01,9.28,7.61,7.12,42.65,45.83,3.84,3431.28,54.84,22.96,0.28
Botswana,BWA,2003,8,4.54,6.50,8.86,7.74,7.42,3.58,15.38,0.25,4149.04,54.86,9.61,0.14
Ecuador,ECU,2006,7,8.03,3.77,5.06,7.32,6.16,5.17,13.44,8.21,3350.78,55.21,,0.59
Botswana,BWA,2004,8,4.54,6.51,9.17,7.46,7.80,3.69,27.33,6.07,4879.46,55.38,9.24,0.45
Hong Kong,HKG,1980,5,9.75,8.13,8.51,9.94,7.25,0.00,2.15,8.26,5700.41,55.68,9.28,0.35
Botswana,BWA,2005,8,5.54,6.53,8.80,7.15,7.44,3.34,25.74,4.63,5327.85,55.88,10.06,0.25
Kenya,KEN,2012,8,7.80,4.91,8.78,6.66,7.57,30.39,62.39,8.40,1184.92,55.97,,0.73
Morocco,MAR,2012,-4,5.92,6.00,7.14,7.13,6.03,26.16,44.88,3.82,2931.40,55.99,,0.95
Indonesia,IDN,2004,8,7.18,3.80,7.44,6.98,5.42,45.05,0.59,4.50,1150.35,56.21,16.98,0.05
Nepal,NPL,2011,6,7.56,4.17,6.34,6.35,6.72,7.87,32.55,4.53,695.88,56.47,14.49,0.39
Venezuela,VEN,2002,6,5.69,1.99,5.82,4.32,5.27,0.00,2.23,3.69,3657.19,56.65,38.05,0.67
Paraguay,PRY,2004,8,7.83,3.18,8.67,7.57,5.02,3.73,3.93,-0.02,1408.53,56.65,24.76,0.15
Ecuador,ECU,2007,5,7.28,3.77,5.04,7.35,6.06,3.66,15.30,5.29,3590.71,57.02,,0.54
Suriname,SUR,2011,5,6.21,4.27,8.45,6.64,6.96,0.00,172.99,3.01,8448.50,57.20,,0.53
El Salvador,SLV,2010,8,8.46,3.84,9.25,7.45,7.06,41.78,46.94,1.27,3547.07,57.29,23.41,0.89
Philippines,PHL,2003,8,7.97,4.33,9.55,6.73,6.46,16.52,8.70,2.89,1011.29,57.38,29.09,0.99
Paraguay,PRY,2005,8,7.62,3.41,8.37,7.45,5.57,3.38,8.74,4.32,1507.15,57.38,25.43,0.19
Syria,SYR,2003,-7,4.78,4.85,7.49,3.49,5.84,3.14,7.06,5.20,1261.43,57.67,12.99,0.76
Paraguay,PRY,2006,8,7.50,3.38,8.15,7.33,5.88,3.50,9.51,4.06,1809.71,57.74,,0.13
Panama,PAN,2000,9,7.81,5.69,9.58,7.83,6.86,41.04,5.07,7.34,3836.73,57.99,41.13,0.69
South Africa,ZAF,2000,9,6.45,6.54,7.85,7.41,7.20,6.53,11.05,0.50,3099.13,58.32,,0.54
Paraguay,PRY,2007,8,7.44,3.21,8.24,7.26,5.97,3.63,18.09,2.13,2312.19,58.33,28.67,0.00
Venezuela,VEN,2003,6,5.29,2.83,4.86,4.51,4.71,0.00,3.14,3.39,3233.96,58.36,39.63,0.39
Botswana,BWA,2007,8,5.33,6.72,9.02,6.99,7.65,3.57,55.78,4.56,5666.64,58.63,14.14,0.70
Botswana,BWA,2006,8,5.54,6.50,8.62,6.79,7.57,3.46,36.30,2.71,5342.14,58.66,10.19,0.58
Dominican Rep.,DOM,2008,8,7.71,4.37,5.91,7.63,6.62,56.13,16.19,10.67,4996.94,58.66,,0.18
Mexico,MEX,2002,8,7.36,4.37,7.43,7.39,6.84,3.73,1.19,5.30,7023.79,58.66,21.07,0.09
Philippines,PHL,2005,8,8.79,4.86,7.94,6.84,6.92,6.45,6.58,4.97,1196.54,58.96,27.52,0.24
Nepal,NPL,2012,6,7.39,4.22,6.40,6.40,6.74,7.41,27.99,4.82,685.50,59.07,,0.59
South Africa,ZAF,2001,9,6.52,6.64,7.86,7.36,6.85,6.17,9.47,2.40,2705.78,59.11,,0.20
Philippines,PHL,2006,8,8.79,4.96,8.07,6.76,7.01,2.00,6.45,6.70,1395.21,59.17,27.85,0.02
Indonesia,IDN,2006,8,7.62,4.43,7.18,7.17,6.37,1.57,5.75,5.03,1590.18,59.17,17.91,0.79
Philippines,PHL,2004,8,8.06,4.26,8.12,7.01,6.77,11.08,5.31,3.65,1080.09,59.34,28.37,0.44
Paraguay,PRY,2008,8,7.48,3.38,8.58,7.34,5.98,3.49,22.08,4.81,3059.99,59.46,34.01,0.91
El Salvador,SLV,2011,8,8.41,3.88,9.13,7.33,6.97,41.53,47.22,-3.13,3821.34,59.67,24.52,0.76
Bhutan,BTN,2013,5,6.63,6.63,6.86,6.54,7.65,12.22,178.48,7.89,2383.04,59.78,10.91,0.64
Nepal,NPL,2013,6,8.72,4.33,6.42,6.47,6.85,6.79,31.28,3.42,692.34,59.81,17.23,0.73
Paraguay,PRY,2009,8,7.41,3.51,8.70,7.22,6.23,24.35,24.12,5.42,2599.59,59.95,36.59,0.38
Philippines,PHL,2007,8,8.29,4.82,8.18,6.70,6.97,2.07,6.86,4.78,1678.85,60.03,,0.93
Panama,PAN,2001,9,8.10,4.67,9.67,8.55,6.53,28.18,8.44,3.92,3825.05,60.05,40.60,0.17
Dominican Rep.,DOM,2007,8,7.82,4.29,5.97,7.80,6.70,62.87,12.95,9.26,4637.24,60.16,,0.21
Jamaica,JAM,1985,10,6.91,3.52,4.10,5.31,5.62,299.95,72.94,1.91,908.76,60.21,,0.66
Philippines,PHL,2008,8,8.41,4.66,7.78,6.61,6.99,1.99,0.53,5.24,1929.13,60.69,28.84,0.33
Botswana,BWA,2008,8,4.42,6.69,8.70,7.07,7.39,3.41,366.01,8.36,5561.90,60.79,21.63,0.82
Venezuela,VEN,2004,6,5.34,3.09,5.14,5.81,5.20,0.00,1.71,-8.86,4273.37,60.84,41.54,0.86
Paraguay,PRY,2010,8,7.93,3.63,8.65,7.20,6.35,23.61,19.45,6.36,3225.59,61.02,34.51,0.37
Mexico,MEX,2003,8,7.30,4.54,7.63,7.34,6.87,4.03,1.15,-0.61,6673.17,61.12,21.94,0.77
South Africa,ZAF,2002,9,6.53,6.07,7.73,7.35,7.22,6.58,11.22,4.20,2535.49,61.14,,0.78
Greece,GRC,1975,8,6.79,5.40,6.91,6.43,3.58,0.00,0.00,8.09,3153.24,61.18,17.11,0.18
Panama,PAN,2004,9,8.29,4.80,9.67,8.30,6.74,23.65,6.93,2.23,4348.66,61.18,43.08,0.97
Syria,SYR,2004,-7,5.52,4.85,7.69,4.57,5.81,3.21,5.98,5.90,1419.59,61.20,15.02,0.35
Dominican Rep.,DOM,2011,8,7.98,4.22,9.31,7.67,6.79,161.81,22.48,0.94,5820.40,61.25,,0.19
Panama,PAN,2005,9,8.30,5.24,9.55,8.10,6.77,18.51,8.04,4.21,4659.02,61.28,41.86,0.47
Philippines,PHL,2009,8,8.08,4.56,7.98,6.68,6.94,14.33,3.37,6.62,1836.87,61.40,28.20,0.64
Dominican Rep.,DOM,2010,8,7.93,4.22,9.24,7.72,6.73,147.61,17.70,3.14,5441.97,61.52,,0.34
El Salvador,SLV,2012,8,8.42,4.02,9.31,7.17,7.00,41.46,37.94,1.36,3921.72,61.60,25.45,0.76
Panama,PAN,2002,9,8.08,4.18,9.72,8.31,6.75,27.23,6.48,2.72,3902.53,61.81,40.17,0.06
Dominican Rep.,DOM,2009,8,8.15,4.37,8.12,7.54,6.58,111.99,12.19,8.47,4933.94,61.97,,0.95
Dominican Rep.,DOM,2012,8,7.89,4.21,9.42,7.62,6.11,149.02,25.74,8.30,5967.00,62.09,46.38,0.29
El Salvador,SLV,2013,8,8.37,4.40,9.52,7.45,6.50,41.42,28.14,2.22,3998.74,62.50,25.92,0.86
Panama,PAN,2008,9,7.45,5.27,8.74,8.08,6.84,11.59,8.16,8.53,7112.40,62.55,43.12,0.58
Paraguay,PRY,2011,8,7.94,3.67,8.87,7.21,6.37,23.22,14.98,-3.97,3983.50,62.56,,0.90
Albania,ALB,2000,5,7.63,4.77,7.40,5.72,5.75,48.05,102.90,9.01,1175.79,62.56,13.76,0.52
Panama,PAN,2009,9,7.18,5.03,9.09,8.25,6.90,86.77,18.26,12.11,7283.56,62.60,43.03,0.17
Mexico,MEX,2004,8,7.33,4.94,7.89,7.20,6.86,4.16,1.00,0.13,7115.12,62.61,22.77,0.80
Venezuela,VEN,2005,6,4.91,2.77,5.10,5.61,5.27,0.00,1.88,-7.76,5435.87,62.77,,0.90
South Africa,ZAF,2003,9,6.55,6.44,7.97,7.39,7.27,7.10,14.21,2.70,3799.44,62.77,,0.88
Colombia,COL,2005,7,4.45,4.42,7.81,6.48,6.54,3.77,14.34,3.92,3386.03,63.15,29.91,0.99
Seychelles,SYC,2013,3,6.13,5.64,8.22,8.02,7.35,0.00,282.54,7.89,15695.61,63.56,3.28,0.29
Turkey,TUR,2000,7,7.08,5.39,3.57,7.63,5.49,68.35,5.17,2.31,4215.16,63.70,,0.15
Mexico,MEX,2005,8,7.11,4.96,8.08,7.25,6.75,3.78,1.64,1.42,7893.97,63.84,23.31,0.92
South Africa,ZAF,2004,9,6.49,6.13,8.11,6.86,7.32,7.32,13.46,3.70,4892.04,64.05,,0.16
Syria,SYR,2006,-7,4.95,5.50,7.26,5.71,5.36,2.94,1.02,6.90,1779.82,64.07,20.91,0.14
Syria,SYR,2005,-7,5.72,4.84,7.39,5.77,5.85,2.88,3.87,0.60,1591.53,64.31,18.21,0.23
Panama,PAN,2011,9,6.53,5.23,8.74,8.23,6.89,82.15,30.25,3.97,9036.04,64.52,41.78,0.88
Mexico,MEX,2006,8,7.08,5.24,8.06,7.17,6.78,3.92,2.42,4.30,8666.34,64.88,23.79,0.97
Albania,ALB,2001,5,7.64,4.77,7.06,6.07,6.13,46.28,87.75,13.50,1326.97,65.12,14.01,0.97
Philippines,PHL,2013,8,8.72,4.91,6.93,7.57,7.59,13.23,1.95,3.66,2786.95,65.14,33.84,0.12
Malaysia,MYS,2009,6,6.05,6.39,6.50,7.09,7.86,76.29,5.17,6.30,7312.01,65.15,35.72,0.05
Panama,PAN,2010,9,6.82,5.06,9.13,8.29,6.77,83.80,35.59,9.15,7958.58,65.19,43.92,0.64
Paraguay,PRY,2012,8,7.81,3.58,9.11,7.06,6.52,22.93,16.37,13.09,3858.04,65.37,,0.74
South Africa,ZAF,2005,9,5.99,5.87,7.98,7.04,7.47,6.65,14.58,2.95,5444.08,65.55,,0.76
Malaysia,MYS,2001,3,5.39,6.15,6.74,6.79,6.84,7.31,1.28,6.14,3878.77,65.63,25.05,0.43
Indonesia,IDN,2008,8,7.45,4.73,7.55,6.90,6.36,1.56,5.23,5.50,2167.86,65.64,21.34,0.87
Malaysia,MYS,2008,6,5.98,6.14,6.58,7.12,7.78,7.87,5.68,5.58,8486.60,65.76,33.71,0.24
Malaysia,MYS,2002,3,5.30,6.18,6.73,6.85,7.21,7.75,3.56,8.86,4132.67,65.79,27.41,0.64
Syria,SYR,2007,-7,6.73,5.64,7.79,5.53,5.62,2.97,4.30,6.20,2079.99,65.83,22.60,0.05
Malaysia,MYS,2007,3,6.22,6.57,6.78,7.42,7.98,8.22,7.49,5.33,7240.68,65.90,30.25,0.90
Luxembourg,LUX,1995,10,4.40,9.09,9.73,9.22,7.08,0.00,0.00,4.20,53357.84,65.99,7.38,0.17
Malaysia,MYS,2000,3,6.08,5.62,8.15,7.00,7.19,7.74,1.95,-7.36,4004.56,66.00,25.74,0.68
Bolivia,BOL,2001,9,7.51,2.95,9.58,7.83,5.64,28.33,87.53,0.43,958.24,66.11,36.97,0.57
Mexico,MEX,2007,8,7.43,4.78,8.02,7.03,6.66,4.05,1.00,3.03,9219.82,66.24,24.39,0.66
Malaysia,MYS,2011,6,6.01,6.94,6.50,7.62,8.06,72.33,1.12,-1.51,10427.76,66.32,35.97,0.73
Venezuela,VEN,2006,5,4.49,2.79,5.64,5.61,5.28,0.00,2.31,18.29,6740.24,66.32,,0.54
Malaysia,MYS,2010,6,6.13,6.86,6.52,7.49,8.03,73.72,0.07,4.83,9069.04,66.41,37.13,0.35
Indonesia,IDN,2009,8,7.58,4.66,7.71,6.86,6.34,13.02,4.39,6.35,2262.72,66.43,23.74,0.06
Indonesia,IDN,2007,8,7.61,4.54,7.56,7.00,6.41,1.63,3.89,5.69,1860.62,66.51,18.40,0.65
Bolivia,BOL,2008,8,6.36,3.61,7.97,7.14,5.68,4.28,65.40,4.80,1736.92,66.92,,0.71
Mexico,MEX,2008,8,7.12,4.85,7.98,7.01,6.62,3.89,1.30,4.94,9578.57,67.10,25.10,0.76
Thailand,THA,2006,-5,7.58,6.26,6.61,6.65,7.10,1.92,-3.28,6.29,3351.12,67.15,44.16,0.59
Mexico,MEX,2009,8,6.79,4.53,7.97,7.05,6.68,38.26,1.58,3.22,7647.68,67.20,25.65,0.69
Colombia,COL,2006,7,4.90,4.49,7.85,6.75,6.55,3.92,22.93,5.33,3709.08,67.32,31.87,0.02
Mexico,MEX,2011,8,7.02,4.63,8.12,7.03,6.80,36.37,8.07,-4.74,9715.11,67.34,27.69,0.96
Mexico,MEX,2010,8,7.18,4.57,8.07,7.00,6.72,37.02,3.97,1.38,8851.35,67.34,26.74,0.54
Lebanon,LBN,2012,6,8.30,4.36,9.37,7.06,6.96,71.29,159.94,8.00,9729.28,67.52,46.26,0.84
Uruguay,URY,2007,10,7.43,5.57,8.10,7.99,6.47,0.00,11.08,7.46,7009.68,67.69,63.71,0.88
Malaysia,MYS,2006,3,5.92,6.63,6.65,7.44,8.00,7.96,9.09,6.78,6194.67,67.73,28.58,0.77
Bolivia,BOL,2009,7,6.30,3.68,8.73,7.07,6.06,26.37,74.32,4.56,1776.86,67.80,,0.52
Hong Kong,HKG,1985,5,8.89,6.31,9.33,9.93,7.25,0.00,3.75,5.98,6542.93,67.82,,0.73
Mexico,MEX,2012,8,7.10,4.46,8.10,7.02,7.05,35.90,3.42,5.20,9703.37,67.88,28.99,0.77
Bolivia,BOL,2007,8,6.31,3.72,8.24,7.04,5.70,4.47,50.40,4.42,1389.63,67.89,37.69,0.07
Peru,PER,2001,9,7.87,4.23,9.49,8.37,6.51,19.10,17.16,1.49,1964.57,68.00,31.04,0.42
Peru,PER,2004,9,7.74,4.65,9.61,7.96,7.16,9.01,16.99,5.45,2445.45,68.15,33.30,0.32
Lebanon,LBN,2010,6,9.14,4.68,9.33,7.16,6.39,91.16,103.28,9.10,8763.80,68.18,47.80,0.74
Mauritius,MUS,2000,10,7.37,6.94,9.58,7.45,6.74,17.28,17.03,6.07,3861.04,68.24,11.03,0.15
Bolivia,BOL,2010,7,6.31,4.09,8.70,7.00,6.01,25.49,74.71,6.15,1981.16,68.27,,0.19
Bolivia,BOL,2011,7,6.30,4.32,8.49,6.96,5.87,25.00,71.62,3.36,2377.70,68.33,,0.85
Malaysia,MYS,2005,3,6.03,6.99,6.60,7.39,7.99,7.70,1.01,5.79,5564.17,68.38,27.92,0.15
Indonesia,IDN,2010,8,7.90,4.48,8.99,6.77,6.29,12.62,5.76,6.01,3125.22,68.39,24.89,0.68
Peru,PER,2002,9,7.55,4.00,9.72,8.13,7.00,13.56,18.36,2.69,2046.38,68.55,31.48,0.08
Venezuela,VEN,2007,5,5.06,2.65,5.62,3.70,5.26,0.00,2.81,10.32,8325.22,68.61,,0.34
Oman,OMN,2000,-9,5.31,8.03,8.31,8.74,7.30,0.00,35.58,2.64,8710.99,68.77,,0.49
Malaysia,MYS,2012,6,5.96,6.79,6.50,7.60,8.16,71.29,0.53,7.43,10834.66,68.83,37.20,0.18
Bolivia,BOL,2006,8,6.20,3.95,8.66,7.29,6.03,5.89,91.56,4.17,1233.59,68.92,,0.00
Cape Verde,CPV,2012,10,6.48,5.94,8.30,6.58,6.66,34.98,491.42,1.47,3497.69,69.14,20.61,0.57
Peru,PER,2005,9,7.71,4.56,9.68,8.06,6.93,6.80,16.32,4.16,2714.48,69.34,33.33,0.64
Hong Kong,HKG,2002,5,9.00,7.36,9.31,9.48,8.78,0.00,0.59,7.66,24665.89,69.38,,0.32
Hong Kong,HKG,2001,5,9.32,7.02,9.38,9.69,8.65,0.00,0.53,2.51,25230.22,69.39,,0.37
Uruguay,URY,2008,10,7.32,5.62,8.45,8.06,6.32,0.00,9.93,4.10,9062.29,69.49,64.60,0.65
Bolivia,BOL,2002,9,7.32,3.03,9.69,7.68,4.99,26.77,79.66,2.51,913.58,69.53,37.25,0.25
Lebanon,LBN,2011,6,8.95,4.70,9.41,7.04,6.33,80.93,107.92,10.30,9132.43,69.62,49.73,0.61
"Korea, South",KOR,1980,-8,5.97,6.52,5.29,4.80,5.05,0.00,3.64,10.30,1778.48,69.69,12.83,0.08
Venezuela,VEN,2008,5,4.84,2.71,5.30,3.61,5.02,0.00,2.11,9.87,11224.65,69.73,78.13,0.09
Bolivia,BOL,2012,7,6.29,4.38,8.75,6.99,6.00,24.64,64.33,4.13,2645.29,69.80,,0.11
Cape Verde,CPV,2013,10,6.29,5.92,8.59,7.31,6.75,30.85,479.78,3.97,3623.22,69.93,22.85,0.52
Colombia,COL,2007,7,5.57,4.53,7.85,7.00,6.63,4.07,16.29,4.71,4674.21,70.01,32.96,0.91
Hong Kong,HKG,2003,5,8.96,7.46,9.23,9.56,8.98,0.00,0.75,0.56,23977.02,70.15,31.17,0.63
Mauritius,MUS,2001,10,6.81,6.67,9.58,7.47,6.31,16.54,17.58,2.61,3792.19,70.40,17.11,0.33
Tajikistan,TJK,2000,-1,6.77,4.45,3.66,6.18,4.64,35.20,19.97,5.30,139.11,70.49,18.26,0.52
Colombia,COL,2008,7,5.79,4.30,7.87,6.64,6.75,3.92,21.65,6.70,5433.71,70.90,35.37,0.12
Malaysia,MYS,2003,3,5.27,6.26,7.02,6.79,7.34,8.31,4.29,0.52,4431.24,70.91,30.53,0.25
Ecuador,ECU,2010,5,5.63,3.97,6.38,6.87,6.30,29.73,10.52,6.36,4657.30,71.31,,0.32
Peru,PER,2006,9,7.73,4.93,9.44,8.14,6.84,5.64,16.58,4.96,3143.55,71.32,34.56,0.57
Uruguay,URY,2009,10,6.37,5.77,8.83,8.10,6.44,0.00,14.88,6.54,9415.15,71.33,63.24,0.85
Thailand,THA,2007,-1,7.15,6.13,7.04,6.82,7.05,2.02,-4.69,4.19,3962.75,71.36,48.11,0.84
Turkey,TUR,2002,7,7.00,4.80,4.06,7.04,4.98,341.48,4.29,6.77,3570.55,71.37,26.20,0.89
Hong Kong,HKG,2004,5,9.11,7.48,9.21,9.25,9.03,0.00,1.02,1.66,24928.10,71.38,31.16,0.95
Venezuela,VEN,2009,-3,4.88,2.50,5.51,3.48,5.85,0.00,2.32,8.75,11534.84,71.38,77.91,0.79
Turkey,TUR,2003,7,7.54,5.91,4.88,7.17,5.19,367.22,2.49,-5.70,4586.81,71.53,29.84,0.97
Venezuela,VEN,2010,-3,4.96,2.48,4.72,3.47,4.40,0.00,1.82,5.28,13581.35,71.57,,0.08
Bolivia,BOL,2013,7,6.28,4.50,8.43,7.39,6.02,24.30,67.23,5.20,2948.03,71.58,,0.87
Malaysia,MYS,2004,3,6.07,6.68,6.74,6.83,7.37,8.52,12.07,5.39,4924.59,71.72,29.97,0.41
Turkey,TUR,2001,7,6.70,4.14,3.59,7.30,4.69,222.14,2.05,-3.37,3053.87,71.86,25.26,0.53
Bolivia,BOL,2003,8,6.68,3.75,9.33,7.74,5.37,36.13,106.51,1.68,917.36,72.00,39.59,0.76
Uruguay,URY,2010,10,6.81,5.89,8.98,8.14,6.74,0.00,13.84,7.18,11938.28,72.01,63.15,0.83
Tajikistan,TJK,2001,-1,7.03,3.84,3.83,6.39,4.60,33.91,26.28,3.70,171.81,72.05,17.69,0.20
Oman,OMN,2001,-9,5.27,8.03,8.54,8.67,7.30,0.00,3.66,-0.12,8559.57,72.09,,0.57
Malta,MLT,2001,10,5.78,8.37,6.93,5.97,6.60,0.00,4.33,4.72,9967.79,72.17,23.14,0.34
Ecuador,ECU,2011,5,5.43,3.98,6.50,6.99,6.29,29.17,10.46,0.57,5223.38,72.18,,0.45
Peru,PER,2012,9,7.59,4.84,9.32,8.47,7.44,31.08,13.04,8.45,6388.85,72.58,,0.25
Venezuela,VEN,2011,-3,4.61,2.46,4.71,3.42,4.57,0.00,1.52,-3.20,10754.59,72.59,,0.72
Hong Kong,HKG,2005,5,9.08,8.20,9.48,9.52,8.98,0.00,0.00,3.06,26649.75,72.61,32.12,0.11
Bahrain,BHR,1985,-10,6.00,5.72,8.61,7.06,6.95,0.00,176.58,6.38,8706.83,72.65,12.15,0.81
Trinidad & Tob.,TTO,2004,10,7.60,4.54,8.97,7.73,7.71,0.00,-1.40,7.94,10290.46,72.66,11.95,0.90
Greece,GRC,1980,8,5.76,5.57,7.12,6.22,3.93,0.00,0.00,7.25,5893.66,72.90,16.62,0.68
Costa Rica,CRI,2012,10,7.62,6.17,9.29,8.13,6.67,51.69,7.03,4.95,9733.40,72.91,46.74,0.35
Spain,ESP,1980,9,5.18,6.35,6.07,7.74,5.46,0.00,0.00,1.46,6200.34,72.95,22.87,0.01
Hong Kong,HKG,2006,5,9.25,8.31,9.36,9.51,8.88,0.00,0.00,8.70,28224.22,73.23,32.98,0.29
Costa Rica,CRI,2013,10,7.60,6.25,9.33,7.92,6.57,51.22,8.03,4.52,10461.58,73.28,47.60,0.03
Malta,MLT,2000,10,6.00,8.37,7.00,6.38,6.23,0.00,55.69,5.13,10377.04,73.34,19.85,0.68
Colombia,COL,2009,7,6.29,4.28,8.13,6.88,6.80,25.49,23.33,6.90,5148.41,73.34,36.96,0.16
Costa Rica,CRI,2011,10,7.83,6.08,9.35,8.20,6.57,52.24,8.77,-1.02,8963.68,73.35,44.45,0.67
Turkey,TUR,2004,7,8.31,5.84,5.05,7.14,5.13,323.73,4.26,6.16,5855.54,73.52,30.64,0.73
Mauritius,MUS,2002,10,6.82,6.54,9.49,6.83,6.21,17.77,19.59,9.03,3957.51,73.58,15.84,0.98
Malta,MLT,2002,10,5.78,7.03,6.97,7.60,7.05,0.00,27.88,6.77,10849.75,73.60,22.78,0.72
Colombia,COL,2012,7,6.06,4.21,8.13,7.35,7.20,24.20,16.31,3.97,7885.06,73.61,45.02,0.72
Oman,OMN,2003,-8,5.32,7.56,8.63,8.59,9.32,0.00,26.96,4.48,9070.49,73.70,15.11,0.57
Oman,OMN,2002,-8,5.30,7.31,8.35,8.60,9.32,0.00,33.32,5.40,8670.26,73.70,,0.46
Ireland,IRL,1975,10,3.66,6.38,5.70,7.49,6.55,0.00,0.00,4.72,2976.74,73.71,14.20,0.70
Colombia,COL,2013,7,6.03,4.14,8.12,7.35,7.16,24.02,18.00,6.59,8027.98,73.78,48.33,0.02
Ecuador,ECU,2012,5,5.39,4.47,6.58,7.14,6.47,28.74,9.69,3.53,5702.17,74.03,40.51,0.45
Colombia,COL,2010,7,6.16,4.36,8.20,6.94,6.96,24.76,19.62,3.55,6250.65,74.09,38.99,0.64
Jamaica,JAM,2011,9,7.70,4.95,8.18,7.25,7.06,456.88,14.91,-4.43,5332.47,74.27,28.22,0.30
Thailand,THA,2008,4,7.42,5.86,6.98,6.74,7.07,1.96,-9.31,4.97,4384.78,74.27,47.73,0.41
Venezuela,VEN,2012,-3,4.88,2.20,4.73,3.25,4.36,0.00,1.61,-1.49,12771.60,74.34,,0.48
Peru,PER,2007,9,7.79,4.88,9.17,8.35,6.88,5.10,10.85,6.29,3611.20,74.46,,0.21
Hong Kong,HKG,2007,5,9.30,8.31,9.51,9.60,8.94,0.00,0.00,7.39,30594.02,74.71,41.15,0.21
Malta,MLT,1995,10,5.97,8.97,7.07,6.90,6.08,0.00,24.86,4.48,9717.50,74.71,21.54,0.79
Indonesia,IDN,2011,8,7.79,4.59,9.08,6.78,6.31,12.42,1.71,4.63,3647.63,74.81,27.20,0.92
Portugal,PRT,1995,10,5.49,8.04,9.18,8.80,5.50,0.00,0.00,-2.04,11782.52,74.84,36.43,0.68
Tajikistan,TJK,2002,-1,6.98,4.95,4.08,6.64,6.17,32.10,26.28,8.30,190.60,74.87,17.80,0.06
