Country,Code,Year,dummy,Law Prop.Rights,Sound Money,polity,prev Law,prev Money,prev polity,prev GDP,GDP per capita in USD
Argentina,ARG,2007,,4.2,7.11,8,4.16,6.17,8,6639.91,8239.14
Mexico,MEX,2005,,4.96,8.08,8,4.94,7.89,8,7115.12,7893.97
Croatia,HRV,2003,,4.85,7.84,8,5.15,7.78,8,6053.72,7805.88
Argentina,ARG,2000,,5.41,9.71,8,5.45,6.57,7,7373.43,7669.27
Mexico,MEX,2009,,4.53,7.97,8,4.85,7.98,8,9578.57,7647.68
Latvia,LVA,2005,,6.72,8.68,8,6.35,9.04,8,6344.98,7550.14
Botswana,BWA,2011,,6.7,8.43,8,6.81,8.27,8,6244,7504.85
Brazil,BRA,2007,,4.85,7.51,8,4.66,7.77,8,5809.19,7240.92
Argentina,ARG,2001,,3.64,9.45,8,5.41,9.71,8,7669.27,7170.69
Mexico,MEX,2004,,4.94,7.89,8,4.54,7.63,8,6673.17,7115.12
Mexico,MEX,2002,,4.37,7.43,8,3.64,7.38,8,6952.29,7023.79
Mexico,MEX,2001,,3.64,7.38,8,4.25,6.85,8,6649.72,6952.29
Botswana,BWA,2012,,6.35,8.45,8,6.7,8.43,8,7504.85,6935.59
Botswana,BWA,2013,,6.04,8.4,8,6.35,8.45,8,6935.59,6882.26
Mexico,MEX,2003,,4.54,7.63,8,4.37,7.43,8,7023.79,6673.17
France,FRA,1975,,4.86,6.26,8,7.41,7.04,8,2862.47,6672.51
Mexico,MEX,2000,,4.25,6.85,8,5.3,5.5,4,3640.83,6649.72
Argentina,ARG,2006,,4.16,6.17,8,4.22,5.44,8,5640.85,6639.91
Latvia,LVA,2004,,6.35,9.04,8,6.23,9.22,8,5128.97,6344.98
Botswana,BWA,2010,,6.81,8.27,8,6.71,8.42,8,5115.12,6244
Croatia,HRV,2002,,5.15,7.78,8,5.16,7.92,8,5245.42,6053.72
Dominican Rep.,DOM,2013,,4.36,9.5,8,4.21,9.42,8,5967,5968.67
Dominican Rep.,DOM,2012,,4.21,9.42,8,4.22,9.31,8,5820.4,5967
Greece,GRC,1980,,5.57,7.12,8,5.4,6.91,8,3153.24,5893.66
Dominican Rep.,DOM,2011,,4.22,9.31,8,4.22,9.24,8,5441.97,5820.4
Brazil,BRA,2006,,4.66,7.77,8,4.69,7.64,8,4733.16,5809.19
Botswana,BWA,2007,,6.72,9.02,8,6.5,8.62,8,5342.14,5666.64
Argentina,ARG,2005,,4.22,5.44,8,4.43,6.19,8,4696.07,5640.85
Botswana,BWA,2008,,6.69,8.7,8,6.72,9.02,8,5666.64,5561.9
Dominican Rep.,DOM,2010,,4.22,9.24,8,4.37,8.12,8,4933.94,5441.97
Botswana,BWA,2006,,6.5,8.62,8,6.53,8.8,8,5327.85,5342.14
Botswana,BWA,2005,,6.53,8.8,8,6.51,9.17,8,4879.46,5327.85
Croatia,HRV,2001,,5.16,7.92,8,7.58,7.88,8,4919.63,5245.42
Latvia,LVA,2003,,6.23,9.22,8,6.55,9.36,8,4128.64,5128.97
Botswana,BWA,2009,,6.71,8.42,8,6.69,8.7,8,5561.9,5115.12
Chile,CHL,1995,,6.75,8.65,8,6.19,7.65,8,2401.53,5026.72
Dominican Rep.,DOM,2008,,4.37,5.91,8,4.29,5.97,8,4637.24,4996.94
Dominican Rep.,DOM,2009,,4.37,8.12,8,4.37,5.91,8,4996.94,4933.94
Croatia,HRV,2000,,7.58,7.88,8,6.6,3.35,-5,4794.94,4919.63
Botswana,BWA,2004,,6.51,9.17,8,6.5,8.86,8,4149.04,4879.46
Brazil,BRA,1995,,5.76,0,8,6.19,0,8,3071.63,4827.15
Greece,GRC,1985,,5.61,6.96,8,5.57,7.12,8,5893.66,4813.71
Brazil,BRA,2005,,4.69,7.64,8,4.84,7.63,8,3597.98,4733.16
Argentina,ARG,2004,,4.43,6.19,8,4.01,6,8,3330.41,4696.07
Dominican Rep.,DOM,2007,,4.29,5.97,8,4.35,5.58,8,3836.48,4637.24
Botswana,BWA,2003,,6.5,8.86,8,6.61,9,8,3044.13,4149.04
Latvia,LVA,2002,,6.55,9.36,8,5.7,9.33,8,3571.55,4128.64
El Salvador,SLV,2013,,4.4,9.52,8,4.02,9.31,8,3921.72,3998.74
Paraguay,PRY,2011,,3.67,8.87,8,3.63,8.65,8,3225.59,3983.5
El Salvador,SLV,2012,,4.02,9.31,8,3.88,9.13,8,3821.34,3921.72
Paraguay,PRY,2012,,3.58,9.11,8,3.67,8.87,8,3983.5,3858.04
Dominican Rep.,DOM,2006,,4.35,5.58,8,4.36,5.87,8,3681.07,3836.48
El Salvador,SLV,2011,,3.88,9.13,8,3.84,9.25,8,3547.07,3821.34
Brazil,BRA,2000,,5.35,6.14,8,5.76,0,8,4827.15,3738.72
Indonesia,IDN,2012,,4.66,8.91,8,4.59,9.08,8,3647.63,3700.52
Dominican Rep.,DOM,2005,,4.36,5.87,8,3.71,3.68,8,2421.09,3681.07
Indonesia,IDN,2011,,4.59,9.08,8,4.48,8.99,8,3125.22,3647.63
Indonesia,IDN,2013,,4.77,9.13,8,4.66,8.91,8,3700.52,3623.53
Brazil,BRA,2004,,4.84,7.63,8,5.3,7.14,8,3044.26,3597.98
Latvia,LVA,2001,,5.7,9.33,8,6.67,8.55,8,3351.47,3571.55
El Salvador,SLV,2010,,3.84,9.25,8,4.01,9.28,8,3431.28,3547.07
Guatemala,GTM,2013,,4.4,9.48,8,4.37,9.39,8,3278.63,3432.02
El Salvador,SLV,2009,,4.01,9.28,8,4.3,9.27,7,3569.34,3431.28
Venezuela,VEN,1995,,3.84,1.93,8,5.7,4.74,9,2367.72,3375.09
Latvia,LVA,2000,,6.67,8.55,8,6.68,2.98,8,2327.93,3351.47
Botswana,BWA,2000,,7.81,9.09,8,7.23,7.85,7,3001.1,3333.18
Argentina,ARG,2003,,4.01,6,8,3.53,7.01,8,2579.2,3330.41
Guatemala,GTM,2012,,4.37,9.39,8,4.13,9.3,8,3166.58,3278.63
Paraguay,PRY,2010,,3.63,8.65,8,3.51,8.7,8,2599.59,3225.59
Guatemala,GTM,2011,,4.13,9.3,8,3.93,9.37,8,2805.95,3166.58
Greece,GRC,1975,,5.4,6.91,8,5.53,8.35,-7,1494.39,3153.24
Brazil,BRA,2001,,4.94,6.58,8,5.35,6.14,8,3738.72,3136.5
Indonesia,IDN,2010,,4.48,8.99,8,4.66,7.71,8,2262.72,3125.22
Botswana,BWA,2001,,7.05,9.15,8,7.81,9.09,8,3333.18,3114.62
Brazil,BRA,1990,,6.19,0,8,5.72,0,7,1629.26,3071.63
Paraguay,PRY,2008,,3.38,8.58,8,3.21,8.24,8,2312.19,3059.99
Brazil,BRA,2003,,5.3,7.14,8,4.83,7.47,8,2810.23,3044.26
Botswana,BWA,2002,,6.61,9,8,7.05,9.15,8,3114.62,3044.13
Dominican Rep.,DOM,2002,,4.1,8.17,8,3.84,7.99,8,2862.16,3008.47
Argentina,ARG,1985,,4.56,2.5,8,4.2,2.5,-9,2738.28,2909.52
Turkey,TUR,1995,,4.85,3.21,8,4.48,3.87,9,2790.58,2896.09
Dominican Rep.,DOM,2001,,3.84,7.99,8,4.62,6.82,8,2802.42,2862.16
Brazil,BRA,2002,,4.83,7.47,8,4.94,6.58,8,3136.5,2810.23
Guatemala,GTM,2010,,3.93,9.37,8,3.98,9.4,8,2617.11,2805.95
Dominican Rep.,DOM,2000,,4.62,6.82,8,5.66,4.48,5,2072.68,2802.42
Philippines,PHL,2013,,4.91,6.93,8,4.84,6.92,8,2604.66,2786.95
Romania,ROU,2003,,5.52,6.62,8,4.65,6.22,8,2124.87,2774.96
Guatemala,GTM,2008,,4.23,8.93,8,4.42,9.26,8,2472.39,2774.32
Guatemala,GTM,2009,,3.98,9.4,8,4.23,8.93,8,2774.32,2617.11
Philippines,PHL,2012,,4.84,6.92,8,4.64,9.28,8,2371.85,2604.66
Paraguay,PRY,2009,,3.51,8.7,8,3.38,8.58,8,3059.99,2599.59
Argentina,ARG,2002,,3.53,7.01,8,3.64,9.45,8,7170.69,2579.2
Guatemala,GTM,2007,,4.42,9.26,8,4.53,9.17,8,2241.01,2472.39
Dominican Rep.,DOM,2004,,3.71,3.68,8,4.15,5.94,8,2372.63,2421.09
Chile,CHL,1990,,6.19,7.65,8,5.02,7.06,-6,1361.52,2401.53
Dominican Rep.,DOM,2003,,4.15,5.94,8,4.1,8.17,8,3008.47,2372.63
Philippines,PHL,2011,,4.64,9.28,8,4.37,9.29,8,2145.24,2371.85
Paraguay,PRY,2007,,3.21,8.24,8,3.38,8.15,8,1809.71,2312.19
Indonesia,IDN,2009,,4.66,7.71,8,4.73,7.55,8,2167.86,2262.72
Guatemala,GTM,2006,,4.53,9.17,8,4.68,9.17,8,2064.05,2241.01
Indonesia,IDN,2008,,4.73,7.55,8,4.54,7.56,8,1860.62,2167.86
Panama,PAN,1990,,3.75,9.79,8,3.52,9.68,-6,2434.13,2150.21
Philippines,PHL,2010,,4.37,9.29,8,4.56,7.98,8,1836.87,2145.24
Romania,ROU,2002,,4.65,6.22,8,4.63,4.19,8,1839.73,2124.87
Guatemala,GTM,2005,,4.68,9.17,8,3.93,9.27,8,1860.99,2064.05
Philippines,PHL,2008,,4.66,7.78,8,4.82,8.18,8,1678.85,1929.13
Ecuador,ECU,1985,,5.25,6.89,8,5.86,8.15,9,2241.79,1895.77
Guatemala,GTM,2004,,3.93,9.27,8,3.71,9.18,8,1743.17,1860.99
Indonesia,IDN,2007,,4.54,7.56,8,4.43,7.18,8,1590.18,1860.62
Romania,ROU,2001,,4.63,4.19,8,6.16,2.71,8,1668.16,1839.73
Philippines,PHL,2009,,4.56,7.98,8,4.66,7.78,8,1929.13,1836.87
Ghana,GHA,2013,,5.22,7.06,8,5.61,7.19,8,1641.83,1827.1
Paraguay,PRY,2006,,3.38,8.15,8,3.41,8.37,8,1507.15,1809.71
Guatemala,GTM,2003,,3.71,9.18,8,2.76,9.06,8,1692.96,1743.17
Bolivia,BOL,2008,,3.61,7.97,8,3.72,8.24,8,1389.63,1736.92
Guatemala,GTM,2002,,2.76,9.06,8,2.64,9.03,8,1561.6,1692.96
Philippines,PHL,2007,,4.82,8.18,8,4.96,8.07,8,1395.21,1678.85
Romania,ROU,2000,,6.16,2.71,8,6.25,0.74,5,1564.18,1668.16
Guatemala,GTM,2000,,3.16,7.64,8,4.96,8.08,3,1415.12,1650.37
Ghana,GHA,2012,,5.61,7.19,8,5.51,7.15,8,1587.19,1641.83
Bulgaria,BGR,2000,,5.41,3.23,8,6.57,1.99,8,1554.05,1609.28
Indonesia,IDN,2006,,4.43,7.18,8,4.29,7.39,8,1263.48,1590.18
Ghana,GHA,2011,,5.51,7.15,8,5.58,7.13,8,1323.1,1587.19
Guatemala,GTM,2001,,2.64,9.03,8,3.16,7.64,8,1650.37,1561.6
Bulgaria,BGR,1995,,6.57,1.99,8,7.25,4.45,8,2377.34,1554.05
Paraguay,PRY,2005,,3.41,8.37,8,3.18,8.67,8,1408.53,1507.15
Paraguay,PRY,2004,,3.18,8.67,8,3.54,8.11,8,1174.78,1408.53
Philippines,PHL,2006,,4.96,8.07,8,4.86,7.94,8,1196.54,1395.21
Bolivia,BOL,2007,,3.72,8.24,8,3.95,8.66,8,1233.59,1389.63
Ghana,GHA,2010,,5.58,7.13,8,5.45,8.16,8,1095.5,1323.1
Indonesia,IDN,2005,,4.29,7.39,8,3.8,7.44,8,1150.35,1263.48
Nicaragua,NIC,2006,,4.32,8.67,8,4.29,8.85,8,1175.12,1245.14
Lesotho,LSO,2011,,4.54,8.02,8,4.48,7.84,8,1087.98,1241.21
Ghana,GHA,2008,,5.34,8.39,8,5.61,8.24,8,1099.02,1234.08
Bolivia,BOL,2006,,3.95,8.66,8,3.88,8.9,8,1046.43,1233.59
Philippines,PHL,2005,,4.86,7.94,8,4.26,8.12,8,1080.09,1196.54
Kenya,KEN,2012,,4.91,8.78,8,4.69,8.38,8,1012.88,1184.92
Peru,PER,1990,,2.93,1.25,8,2.23,0,7,824.25,1177.92
Colombia,COL,1990,,3.41,4.9,8,3.4,6.69,8,1125.2,1175.15
Nicaragua,NIC,2005,,4.29,8.85,8,3.51,8.81,8,1091.51,1175.12
Paraguay,PRY,2003,,3.54,8.11,8,2.45,8.76,7,1148.23,1174.78
Lesotho,LSO,2012,,4.78,7.92,8,4.54,8.02,8,1241.21,1158.8
Indonesia,IDN,2004,,3.8,7.44,8,4.22,7.23,6,1065.66,1150.35
Colombia,COL,1985,,3.4,6.69,8,3.98,4.86,8,1204.15,1125.2
Ghana,GHA,2007,,5.61,8.24,8,6.18,8.21,8,929.73,1099.02
Ghana,GHA,2009,,5.45,8.16,8,5.34,8.39,8,1234.08,1095.5
Nicaragua,NIC,2004,,3.51,8.81,8,3.54,8.97,8,1015.57,1091.51
Lesotho,LSO,2010,,4.48,7.84,8,4.6,7.65,8,859.83,1087.98
Philippines,PHL,2004,,4.26,8.12,8,4.33,9.55,8,1011.29,1080.09
Lesotho,LSO,2013,,5.29,7.93,8,4.78,7.92,8,1158.8,1064.83
Philippines,PHL,1995,,4.82,8.8,8,2.44,5.76,8,715.31,1061.35
Bolivia,BOL,2005,,3.88,8.9,8,3.8,9.26,8,978.33,1046.43
Nicaragua,NIC,2001,,3.18,8.53,8,4.06,8.66,8,1016.02,1043.6
Philippines,PHL,2000,,4.65,9.23,8,4.82,8.8,8,1061.35,1039.7
Nicaragua,NIC,2000,,4.06,8.66,8,4.61,5.2,8,897.72,1016.02
Nicaragua,NIC,2003,,3.54,8.97,8,3.34,8.99,8,1010.15,1015.57
Kenya,KEN,2011,,4.69,8.38,8,4.56,8.74,8,991.85,1012.88
Philippines,PHL,2003,,4.33,9.55,8,3.69,9.26,8,1000.78,1011.29
Nicaragua,NIC,2002,,3.34,8.99,8,3.18,8.53,8,1043.6,1010.15
Philippines,PHL,2002,,3.69,9.26,8,3.94,9.24,8,958.01,1000.78
Kenya,KEN,2010,,4.56,8.74,8,4.38,8.65,7,942.74,991.85
Bolivia,BOL,2004,,3.8,9.26,8,3.75,9.33,8,917.36,978.33
Philippines,PHL,2001,,3.94,9.24,8,4.65,9.23,8,1039.7,958.01
Ghana,GHA,2006,,6.18,8.21,8,4.88,7.38,8,501.72,929.73
Bolivia,BOL,2003,,3.75,9.33,8,3.03,9.69,9,913.58,917.36
Nicaragua,NIC,1995,,4.61,5.2,8,3.99,0,6,243.56,897.72
Lesotho,LSO,2009,,4.6,7.65,8,4.55,7.4,8,826.83,859.83
Lesotho,LSO,2008,,4.55,7.4,8,4.37,7.91,8,816.85,826.83
Lesotho,LSO,2007,,4.37,7.91,8,4.38,7.91,8,736.39,816.85
Senegal,SEN,2006,,3.99,6.98,8,3.82,7.11,8,772.65,808.29
Senegal,SEN,2005,,3.82,7.11,8,3.88,7.1,8,732.32,772.65
Lesotho,LSO,2006,,4.38,7.91,8,4.65,8.08,8,710.52,736.39
Senegal,SEN,2004,,3.88,7.1,8,3.88,7.16,8,642.63,732.32
Moldova,MDA,2004,,5.39,6.01,8,5.71,4.29,8,548.29,720.94
Philippines,PHL,1990,,2.44,5.76,8,2.46,4.59,-6,565.76,715.31
Kenya,KEN,2006,,4.64,8.49,8,4.51,8.62,8,530.08,711.72
Senegal,SEN,2003,,3.88,7.16,8,3.95,7.15,8,513.39,642.63
Moldova,MDA,2003,,5.71,4.29,8,4.95,4.08,8,458.68,548.29
Kenya,KEN,2005,,4.51,8.62,8,4.52,8.6,8,467.38,530.08
Senegal,SEN,2002,,3.95,7.15,8,4.55,7.02,8,482.07,513.39
Ghana,GHA,2005,,4.88,7.38,8,5.19,7.22,8,426.16,501.72
Pakistan,PAK,1995,,5.25,7.6,8,2.68,7.87,8,371.82,494.59
Senegal,SEN,2001,,4.55,7.02,8,4.55,7.28,8,474.58,482.07
Senegal,SEN,2000,,4.55,7.28,8,3.13,5.8,-1,560.08,474.58
Kenya,KEN,2004,,4.52,8.6,8,4.86,8.72,8,444.23,467.38
Moldova,MDA,2002,,4.95,4.08,8,3.84,3.83,8,407.73,458.68
Kenya,KEN,2003,,4.86,8.72,8,3.51,9.17,8,402.17,444.23
Ghana,GHA,2004,,5.19,7.22,8,5.15,6.55,6,375.88,426.16
Moldova,MDA,2001,,3.84,3.83,8,4.45,3.66,7,354,407.73
Kenya,KEN,2002,,3.51,9.17,8,3.92,8.95,-2,407.55,402.17
India,IND,1990,,4.39,6.63,8,4.92,6.61,8,302.51,375.15
Pakistan,PAK,1990,,2.68,7.87,8,3.52,6.78,-4,337.93,371.82
India,IND,1985,,4.92,6.61,8,5.78,6.29,8,271.92,302.51
India,IND,1980,,5.78,6.29,8,2.35,6.39,7,161.17,271.92
Niger,NER,1995,,2.61,5.71,8,5.3,7.08,-7,313.54,200.9
Pakistan,PAK,1975,,1.58,5.21,8,2.19,6.98,-88,172.6,169.78
France,FRA,2008,,7.34,9.54,9,7.6,9.58,9,41600.58,45413.07
France,FRA,2011,,7.26,9.63,9,7.43,9.67,9,40705.77,43807.48
France,FRA,2013,,7.03,9.75,9,7.16,9.66,9,40850.35,42627.65
France,FRA,2009,,7.47,9.66,9,7.34,9.54,9,45413.07,41631.13
France,FRA,2007,,7.6,9.58,9,7.5,9.51,9,36544.51,41600.58
France,FRA,2012,,7.16,9.66,9,7.26,9.63,9,43807.48,40850.35
France,FRA,2010,,7.43,9.67,9,7.47,9.66,9,41631.13,40705.77
France,FRA,2006,,7.5,9.51,9,7.19,9.58,9,34879.73,36544.51
France,FRA,2005,,7.19,9.58,9,7.12,9.61,9,33874.74,34879.73
France,FRA,2004,,7.12,9.61,9,7.05,9.59,9,29691.18,33874.74
France,FRA,2003,,7.05,9.59,9,7.29,9.61,9,24275.24,29691.18
France,FRA,1995,,7.49,9.83,9,7.73,9.69,9,21795.24,27037.97
France,FRA,2002,,7.29,9.61,9,7.12,9.63,9,22527.32,24275.24
Czech Rep.,CZE,2008,,6.41,9.14,9,6.21,9.32,9,18333.95,22649.38
France,FRA,2001,,7.12,9.63,9,8.09,9.59,9,22465.64,22527.32
France,FRA,2000,,8.09,9.59,9,7.49,9.83,9,27037.97,22465.64
France,FRA,1990,,7.73,9.69,9,7.25,6.69,8,9775.34,21795.24
Czech Rep.,CZE,2011,,6.18,9.48,9,6.16,9.45,9,19763.96,21656.94
Czech Rep.,CZE,2013,,6.11,9.49,9,6.06,9.44,9,19640.93,19813.87
Czech Rep.,CZE,2010,,6.16,9.45,9,6.33,9.48,9,19698.49,19763.96
Czech Rep.,CZE,2009,,6.33,9.48,9,6.41,9.14,9,22649.38,19698.49
Czech Rep.,CZE,2012,,6.06,9.44,9,6.18,9.48,9,21656.94,19640.93
Estonia,EST,2013,,7.26,8.74,9,7.24,8.84,9,17490.99,19155.42
Czech Rep.,CZE,2007,,6.21,9.32,9,6.15,9.3,9,15159.14,18333.95
Estonia,EST,2008,,7.33,9.08,9,7.33,9.2,9,16586.41,18094.55
Israel,ISR,1995,,6.98,7.43,9,4.39,3.95,9,11264.02,18028.64
Estonia,EST,2012,,7.24,8.84,9,7.26,8.94,9,17453.75,17490.99
Estonia,EST,2011,,7.26,8.94,9,7.29,9.43,9,14641.4,17453.75
Estonia,EST,2007,,7.33,9.2,9,7.2,9.32,9,12595.41,16586.41
Croatia,HRV,2008,,5.82,8.09,9,5.87,8.26,9,13546.7,15893.86
Czech Rep.,CZE,2006,,6.15,9.3,9,6.04,9.05,10,13317.73,15159.14
Estonia,EST,2009,,7.26,9.51,9,7.33,9.08,9,18094.55,14726.31
Estonia,EST,2010,,7.29,9.43,9,7.26,9.51,9,14726.31,14641.4
Croatia,HRV,2011,,5.65,9.51,9,5.76,8.42,9,13509.19,14542.18
Croatia,HRV,2009,,5.78,8.49,9,5.82,8.09,9,15893.86,14157.14
Croatia,HRV,2013,,5.71,9.26,9,5.68,9.56,9,13235.98,13574.98
Croatia,HRV,2007,,5.87,8.26,9,5.79,8.32,9,11363.42,13546.7
Croatia,HRV,2010,,5.76,8.42,9,5.78,8.49,9,14157.14,13509.19
Croatia,HRV,2012,,5.68,9.56,9,5.65,9.51,9,14542.18,13235.98
Estonia,EST,2006,,7.2,9.32,9,7.24,9.43,9,10338.32,12595.41
Slovak Rep,SVK,2005,,6.63,9.15,9,6.2,8.77,9,10654.79,11631.35
Croatia,HRV,2006,,5.79,8.32,9,5.34,8.2,9,10224.24,11363.42
Israel,ISR,1990,,4.39,3.95,9,6.78,1.25,9,5698.72,11264.02
Panama,PAN,2013,,5.42,9.03,9,5.32,8.88,9,10138.52,11206.42
Turkey,TUR,2013,,5.28,9.02,9,5.5,8.84,9,10646.04,10975.07
Slovak Rep,SVK,2004,,6.2,8.77,9,6.15,7.41,9,8696.91,10654.79
Turkey,TUR,2012,,5.5,8.84,9,5.53,8.98,9,10584.16,10646.04
Turkey,TUR,2011,,5.53,8.98,9,5.25,8.86,7,10111.52,10584.16
Estonia,EST,2005,,7.24,9.43,9,6.79,9.53,9,8850.47,10338.32
Croatia,HRV,2005,,5.34,8.2,9,5.09,8.09,8,9365.74,10224.24
Panama,PAN,2012,,5.32,8.88,9,5.23,8.74,9,9036.04,10138.52
Romania,ROU,2008,,6.02,8.24,9,5.86,8.88,9,8214.19,10136.47
Romania,ROU,2013,,5.74,9.54,9,5.56,9.38,9,8577.29,9587.18
Romania,ROU,2011,,5.57,9.35,9,5.72,9.1,9,8297.48,9200.28
Panama,PAN,2011,,5.23,8.74,9,5.06,9.13,9,7958.58,9036.04
Estonia,EST,2004,,6.79,9.53,9,7.16,9.61,9,7174.24,8850.47
Slovak Rep,SVK,2003,,6.15,7.41,9,5.38,8.05,9,6524.86,8696.91
Romania,ROU,2012,,5.56,9.38,9,5.57,9.35,9,9200.28,8577.29
Romania,ROU,2010,,5.72,9.1,9,6.02,9.03,9,8220.11,8297.48
Romania,ROU,2009,,6.02,9.03,9,6.02,8.24,9,10136.47,8220.11
Romania,ROU,2007,,5.86,8.88,9,5.38,8.48,9,5828.74,8214.19
South Africa,ZAF,2011,,5.88,8.26,9,5.7,8.18,9,7389.96,8080.87
Panama,PAN,2010,,5.06,9.13,9,5.03,9.09,9,7283.56,7958.58
Bulgaria,BGR,2011,,5.03,9.32,9,4.99,9.51,9,6752.55,7750.04
Chile,CHL,2005,,6.74,9.34,9,6.36,9.55,9,6323.76,7728.61
Bulgaria,BGR,2013,,4.93,9.43,9,4.98,9.47,9,7333.36,7656.64
South Africa,ZAF,2012,,5.92,8.1,9,5.88,8.26,9,8080.87,7592.16
South Africa,ZAF,2010,,5.7,8.18,9,5.44,7.92,9,5912.14,7389.96
Bulgaria,BGR,2012,,4.98,9.47,9,5.03,9.32,9,7750.04,7333.36
Montenegro,MNE,2008,,6.24,7.81,9,5.72,7.45,9,5957.15,7325.7
Montenegro,MNE,2011,,6.27,7.69,9,6.47,8.32,9,6682.28,7318.74
Bulgaria,BGR,2008,,4.98,8.74,9,5.05,8.62,9,5932.9,7296.12
Panama,PAN,2009,,5.03,9.09,9,5.27,8.74,9,7112.4,7283.56
Montenegro,MNE,2013,,5.63,8.51,9,5.94,8.03,9,6586.72,7186.43
Estonia,EST,2003,,7.16,9.61,9,6.74,9.24,9,5308.35,7174.24
Panama,PAN,2008,,5.27,8.74,9,5.23,9.31,9,6142.95,7112.4
Bulgaria,BGR,2009,,5,9.44,9,4.98,8.74,9,7296.12,6955.99
South Africa,ZAF,2013,,5.81,8.17,9,5.92,8.1,9,7592.16,6889.79
Bulgaria,BGR,2010,,4.99,9.51,9,5,9.44,9,6955.99,6752.55
Montenegro,MNE,2009,,6.41,8.19,9,6.24,7.81,9,7325.7,6698.08
Montenegro,MNE,2010,,6.47,8.32,9,6.41,8.19,9,6698.08,6682.28
Peru,PER,2013,,4.7,9.29,9,4.84,9.32,9,6388.85,6603.81
Montenegro,MNE,2012,,5.94,8.03,9,6.27,7.69,9,7318.74,6586.72
Slovak Rep,SVK,2002,,5.38,8.05,9,5.62,8.05,9,5708.08,6524.86
Peru,PER,2012,,4.84,9.32,9,4.91,9.44,9,5731.35,6388.85
Chile,CHL,2004,,6.36,9.55,9,6.63,9.43,9,4948.75,6323.76
Trinidad & Tob.,TTO,1985,,4.78,6.16,9,5.42,4.5,8,5745.68,6299.17
Spain,ESP,1980,,6.35,6.07,9,5.07,5.73,-88,3221.59,6200.34
South Africa,ZAF,2007,,5.6,7.75,9,5.75,7.89,9,5660.12,6153.66
Panama,PAN,2007,,5.23,9.31,9,5.21,9.45,9,5072.22,6142.95
Montenegro,MNE,2007,,5.72,7.45,9,5.72,7.8,9,4383.6,5957.15
Bulgaria,BGR,2007,,5.05,8.62,9,5.24,8.76,9,4455.69,5932.9
South Africa,ZAF,2009,,5.44,7.92,9,5.48,7.52,9,5811.62,5912.14
Romania,ROU,2006,,5.38,8.48,9,5.47,8.3,9,4676.32,5828.74
South Africa,ZAF,2008,,5.48,7.52,9,5.6,7.75,9,6153.66,5811.62
Peru,PER,2011,,4.91,9.44,9,5.1,9.27,9,5056.3,5731.35
Slovak Rep,SVK,2001,,5.62,8.05,9,6.3,7.9,9,5402.93,5708.08
Israel,ISR,1985,,6.78,1.25,9,4.06,2.03,9,5616.55,5698.72
South Africa,ZAF,2006,,5.75,7.89,9,5.87,7.98,9,5444.08,5660.12
Israel,ISR,1980,,4.06,2.03,9,6.16,5.37,9,3570.76,5616.55
Jamaica,JAM,2012,,4.9,8.61,9,4.95,8.18,9,5332.47,5445.89
South Africa,ZAF,2005,,5.87,7.98,9,6.13,8.11,9,4892.04,5444.08
Slovak Rep,SVK,2000,,6.3,7.9,9,6.5,6.69,7,4799.15,5402.93
Jamaica,JAM,2011,,4.95,8.18,9,4.88,7.98,9,4902.03,5332.47
Estonia,EST,2002,,6.74,9.24,9,6.53,9.2,9,4498.96,5308.35
Chile,CHL,2000,,6.53,9.3,9,6.75,8.65,8,5026.72,5229.18
Jamaica,JAM,2013,,4.98,8.76,9,4.9,8.61,9,5445.89,5226.09
Macedonia,MKD,2013,,5.54,8.31,9,5.35,8.18,9,4709.51,5195.28
Jamaica,JAM,2008,,5,7.66,9,4.91,8.23,9,4816.6,5119.34
Macedonia,MKD,2011,,5.36,8.12,9,5.23,7.97,9,4561.18,5079.96
Panama,PAN,2006,,5.21,9.45,9,5.24,9.55,9,4659.02,5072.22
Peru,PER,2010,,5.1,9.27,9,5.09,9.23,9,4178.82,5056.3
Poland,POL,2001,,5.78,7.82,9,6.5,7.49,9,4492.73,4981.2
Chile,CHL,2003,,6.63,9.43,9,6.16,9.23,9,4566.52,4948.75
Jamaica,JAM,2010,,4.88,7.98,9,4.88,8.22,9,4489.27,4902.03
South Africa,ZAF,2004,,6.13,8.11,9,6.44,7.97,9,3799.44,4892.04
Macedonia,MKD,2008,,5.3,7.56,9,5.06,7.92,9,4063.75,4821.54
Jamaica,JAM,2007,,4.91,8.23,9,4.7,8.86,9,4487.5,4816.6
Chile,CHL,2001,,6.16,9.44,9,6.53,9.3,9,5229.18,4709.92
Macedonia,MKD,2012,,5.35,8.18,9,5.36,8.12,9,5079.96,4709.51
Romania,ROU,2005,,5.47,8.3,9,5.26,6.54,9,3552.92,4676.32
Panama,PAN,2005,,5.24,9.55,9,4.8,9.67,9,4348.66,4659.02
Chile,CHL,2002,,6.16,9.23,9,6.16,9.44,9,4709.92,4566.52
Macedonia,MKD,2009,,5.28,7.96,9,5.3,7.56,9,4821.54,4566.34
Macedonia,MKD,2010,,5.23,7.97,9,5.28,7.96,9,4566.34,4561.18
Estonia,EST,2001,,6.53,9.2,9,6.73,8.67,9,4070.03,4498.96
Paraguay,PRY,2013,,3.64,9.24,9,3.58,9.11,8,3858.04,4497.44
Poland,POL,2000,,6.5,7.49,9,6.84,6.03,9,3612.16,4492.73
